大类,实现大类,执行/处理类型,测试用例ID,功能模块,子功能,优先级,难度,实现状态,原始自动化建议,推荐运行命令,脚本文件,查看建议,实现标题,Tags,后续建议,测试步骤/描述,预期结果,前置条件/备注
三、对话页基础功能 /chat,❌ 未实现,半自动/建议手动专项,CX-CHAT-021,对话,流式网络中断错误气泡,P1,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,发送消息后模拟 SSE reader 网络中断,保留已渲染片段或显示网络错误气泡，并提供重试入口,WebView 弱网关键场景
三、对话页基础功能 /chat,❌ 未实现,半自动/建议手动专项,CX-CHAT-022,对话,WebView流式异常同步降级,P1,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,模拟 iOS/WKWebView TypeError: Load failed/Illegal access 上报 `/client-error` → 再次发送,该 userAgent bucket 下 `/chat/transport-mode` 返回 sync，前端走 `/chat/send-sync` 并展示完整回答,Android 可作为兼容回归；后端仅 ios_webkit bucket 会标记
三、对话页基础功能 /chat,❌ 未实现,需预置数据,CX-CHAT-023,对话,同步传输模式发送,P1,Med,未实现-需预置数据,是/预置Redis,,,需预置 Redis/账号状态/服务端开关，再接入自动化。,,,需预置 Redis/账号状态/服务端开关，再接入自动化。,预置 sync fallback 标记后发送问题,不展示逐字流式，但请求完成后出现用户消息和完整 AI 回复,覆盖 WebView 不支持稳定流式时的兜底
三、对话页基础功能 /chat,✅ 已实现,常规自动化,CX-CHAT-024,对话,仅图片消息发送,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,仅图片消息发送,"chat,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,只选择图片不输入文字 → 点击发送,允许发送；用户气泡展示图片，AI 显示理解图片/生成状态,后端允许 content 空但 images 非空
三、对话页基础功能 /chat,✅ 已实现,慢速/专项,CX-CHAT-025,对话,加载更早历史消息,P1,Med,已实现-慢速/专项,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,加载更早历史消息,"chat,history,slow,p1",已接入但适合 nightly/专项，不建议放入日常 smoke。,进入超过30条消息的历史会话 → 上滑到顶部,加载更早消息且当前阅读位置不跳动,IntersectionObserver + scrollHeight 补偿
三、对话页基础功能 /chat,✅ 已实现,破坏性/需专用账号,CX-CHAT-026,对话,删除当前会话后回新对话,P1,Med,已实现-破坏性/需专用账号,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,删除当前会话后回新对话,"chat,history,p1,destructive",已接入但需要专用账号/可回滚数据。,侧边栏删除当前打开的会话并确认,会话从列表移除，主界面回到新对话欢迎态,会破坏测试数据，建议专用会话
三、对话页基础功能 /chat,❌ 未实现,半自动/建议手动专项,CX-CHAT-027,对话,上下文压缩提示,P2,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,构造超长历史触发 proactive/reactive compaction,展示压缩中状态；完成后继续回答或显示可重试错误,慢速回归
三、对话页基础功能 /chat,❌ 未实现,半自动/建议手动专项,CX-CHAT-028,对话,用户限流错误展示,P1,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,1秒内连续发送两次消息或直接接口触发 `/chat` 限流,页面显示限流/错误气泡，不能产生重复异常消息,后端 rl:chat 1秒1次
三、对话页基础功能 /chat,✅ 已实现,常规自动化,CX-CHAT-029,对话,中断后编辑重试,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,中断后编辑重试,"chat,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,发送问题 → 停止生成 → 编辑上一条用户消息并重试,旧 interrupted 回复被移除/替换，新问题重新生成,MessageBubble 编辑重试路径
四、输入框、图片、语音,📂 大类,,四、输入框、图片、语音,,,,,,,,,,,,,,,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-001,输入框,默认状态,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,输入框默认状态,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入对话页观察输入区,显示输入框、加号、语音按钮,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-002,输入框,输入后按钮变化,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,输入文字后按钮切换为发送态,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,输入文字,语音按钮切换为发送按钮,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-003,输入框,发送后清空,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,发送后清空,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,输入文字并发送,输入框清空,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-004,输入框,图片选择入口,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,图片选择入口存在,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击加号按钮,触发 file input,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-005,输入框,上传图片预览,P0,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,上传图片预览,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,选择 JPG/PNG 图片,图片预览显示在输入框上方,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-006,输入框,删除图片预览,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,删除图片预览,"input,image,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片后点击删除,图片预览被移除,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-007,输入框,图片消息发送,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,图片消息发送,"input,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片 → 点击发送,用户消息中显示图片,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-008,输入框,不支持格式,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,不支持图片格式提示,"input,image,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,选择 txt 或不支持图片格式,提示不支持的图片格式,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-009,输入框,单图大小限制,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,单图大小限制,"input,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传超过 10MB 图片,提示单张图片不能超过 10MB,需准备大文件
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-010,输入框,图片数量限制,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,图片数量限制,"input,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,连续选择超过 5 张图片,最多保留 5 张或提示限制,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-011,输入框,语音按钮存在,P1,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,语音按钮/录音入口存在,"input,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入对话页观察语音按钮,语音入口显示,
四、输入框、图片、语音,✅ 已实现,条件自动化,CX-INPUT-012,输入框,WebView 不支持录音提示,P1,Med,已实现-条件自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,WebView 不支持录音提示,"input,voice,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,在不支持录音环境点击语音,提示浏览器不支持录音功能,依赖设备能力
四、输入框、图片、语音,✅ 已实现,原生/Bridge专项,CX-INPUT-013,输入框,录音开始/停止,P2,Hard,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,麦克风授权后录音开始/停止 UI 状态,"bridge,native,voice,p2",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,授权麦克风后点击语音 → 停止,输入框展示录音态并可停止,麦克风权限/ASR 环境
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-014,输入框,流式中按钮状态,P0,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,流式中按钮状态,"input,chat,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,AI 生成中观察输入区,显示停止生成按钮，语音按钮禁用,
四、输入框、图片、语音,❌ 未实现,半自动/建议手动专项,CX-INPUT-015,输入框,多图总请求体超限,P1,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,选择多张接近10MB图片并发送，使 JSON body 超过后端10MB限制,请求失败时提示“请求体过大，请减少图片数量后重试”或等价错误,全局 bodyLimit=10MB，单图限制不足以覆盖总量
四、输入框、图片、语音,❌ 未实现,平台受限/建议手动,CX-INPUT-016,输入框,粘贴图片上传,P1,Med,未实现-平台受限/建议手动,是/桌面WebView,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,在输入框粘贴剪贴板图片,图片进入预览列表；可删除或发送,移动端剪贴板能力依赖容器
四、输入框、图片、语音,✅ 已实现,原生/Bridge专项,CX-INPUT-017,语音,麦克风权限拒绝,P2,Med,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,麦克风权限拒绝后提示并恢复输入态,"bridge,native,voice,permission,p2",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,点击语音并拒绝系统麦克风权限,提示“请允许麦克风访问权限”，录音态结束,依赖系统权限弹窗
四、输入框、图片、语音,❌ 未实现,半自动/建议手动专项,CX-INPUT-018,语音,录音60秒自动停止,P2,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,授权后开始录音并持续60秒,录音自动停止并结束 ASR 会话；输入区可继续操作,`MAX_DURATION_S=60`
五、侧边栏与导航,📂 大类,,五、侧边栏与导航,,,,,,,,,,,,,,,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-001,侧边栏,打开侧边栏,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,打开侧边栏,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,在 /chat 点击左上角菜单,侧边栏打开，显示橙欣健康,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-002,侧边栏,关闭侧边栏,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,关闭侧边栏,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击关闭或遮罩,侧边栏关闭,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-003,侧边栏,进入个人信息,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入个人信息,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击个人信息,进入 /profile?mode=edit,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-004,侧边栏,进入健康档案,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入健康档案,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击健康档案,进入 /medical-records,可能有授权弹窗
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-005,侧边栏,进入我的材料,P1,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入我的材料,"navigation,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击我的材料,进入 /materials,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-006,侧边栏,新对话,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏新对话,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,侧边栏点击新对话,回到新对话页,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-007,侧边栏,历史列表展示,P1,Med,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏历史列表展示空态或列表,"navigation,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,已有历史时打开侧边栏,显示历史会话列表,需有历史数据
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-008,侧边栏,历史会话加载更多,P2,Med,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏历史会话加载更多,"navigation,history,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,历史较多时滚动到底,加载更多历史会话,需预置多条历史
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-009,侧边栏,退出登录,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏退出登录,"navigation,logout,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击退出登录,回到登录页,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-010,侧边栏,进入阅读设置,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入阅读设置,"navigation,reading,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击阅读设置,进入 /reading-settings 页面，展示字体大小三档,当前代码已有入口
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-011,侧边栏,资料页返回侧栏中间态,P1,Med,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,资料页返回侧栏中间态,"navigation,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从侧边栏进入个人信息/健康档案/阅读设置/材料 → 点击返回,回到原 chat 路径，侧边栏按 `openSidebar` 状态重新打开,覆盖 returnToSettings 路由参数
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-012,侧边栏,素材上传台入口可见性,P2,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,素材上传台入口可见性,"navigation,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,分别在 localhost/dev/内网与正式域名打开侧边栏,仅 dev/localhost/内网显示“素材上传台”，正式域名不显示,`shouldShowMaterialsAdminEntry`
五、侧边栏与导航,✅ 已实现,条件自动化,CX-NAV-013,侧边栏,删除会话二次确认,P1,Easy,已实现-条件自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,删除会话二次确认可打开并取消,"navigation,p1,conditional",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击某历史会话删除按钮,弹出确认框；取消不删除，确认才从列表移除,避免误删
六、健康档案授权,📂 大类,,六、健康档案授权,,,,,,,,,,,,,,,
六、健康档案授权,✅ 已实现,条件自动化,CX-CONSENT-001,健康授权,首次进入弹窗,P0,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,首次进入健康档案授权弹窗,"consent,conditional,p0",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,未授权账号点击健康档案,弹出“健康档案授权”,未授权账号
六、健康档案授权,✅ 已实现,常规自动化,CX-CONSENT-002,健康授权,同意授权,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,同意健康档案授权后进入健康档案页,"consent,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击同意,弹窗关闭，进入健康档案页,
六、健康档案授权,✅ 已实现,条件自动化,CX-CONSENT-003,健康授权,不同意授权,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,不同意健康档案授权返回对话,"consent,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击不同意,返回聊天页或停留原页面，不进入健康档案,
六、健康档案授权,✅ 已实现,常规自动化,CX-CONSENT-004,健康授权,已授权不再弹,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,已授权进入健康档案不再弹窗,"consent,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,已授权账号再次进入健康档案,不再弹授权弹窗,
六、健康档案授权,❌ 未实现,半自动/建议手动专项,CX-CONSENT-005,健康授权,授权提交失败,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,模拟接口失败,显示授权提交失败，请重试,需 mock/断网
六、健康档案授权,✅ 已实现,常规自动化,CX-CONSENT-006,健康授权,本地授权丢失远端同步,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,本地授权丢失后远端同步,"consent,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,已授权账号清 localStorage 的 `cx-consents` 后进入健康档案,前端调用 `/auth/consents` 后识别远端授权，不重复弹窗,useHealthProfileConsent 远端兜底
六、健康档案授权,❌ 未实现,需接口辅助,CX-CONSENT-007,健康授权,拒绝授权不写健康数据,P1,Med,未实现-需接口辅助,是/接口辅助,,,需增加接口辅助或测试环境开关，再补 UI 自动化验证。,,,需增加接口辅助或测试环境开关，再补 UI 自动化验证。,未授权账号进入健康档案弹窗 → 点击不同意 → 再查档案/文档,返回聊天页；不创建 medical_records/medical_documents,用于验证拒绝无副作用
六、健康档案授权,❌ 未实现,半自动/建议手动专项,CX-CONSENT-008,健康授权,授权版本变更重新提示,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,模拟本地/远端存在旧 health_profile version → 进入健康档案,重新弹出当前版本授权；同意后更新版本,需改测试数据或 mock 常量
六、健康档案授权,❌ 未实现,半自动/建议手动专项,CX-CONSENT-009,健康授权,审批卡片触发授权,P1,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,对话中触发需健康授权的档案更新审批卡 → 未授权点击同意,先弹健康档案授权；授权成功后才显示/执行审批,依赖 Agent 产生 approval
六、健康档案授权,❌ 未实现,半自动/建议手动专项,CX-CONSENT-010,健康授权,审批授权拒绝后提醒,P2,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,对话中需授权审批卡 → 授权弹窗点不同意,审批项被丢弃，后端追加 authorization-reject reminder；界面不写入档案,需会话和字段校验
七、健康档案页 /medical-records,📂 大类,,七、健康档案页 /medical-records,,,,,,,,,,,,,,,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-001,健康档案,页面加载,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,健康档案页面加载,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从侧边栏进入健康档案,展示健康档案标题、病历档案、病历文档,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-002,健康档案,返回对话,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,健康档案返回对话,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击返回,返回 /chat,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-003,病历档案,卡片展示,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案卡片展示,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入健康档案页,展示病历档案卡片,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-004,病历档案,编辑入口,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案编辑入口,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击病历档案“编辑”,展开编辑表单,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-005,病历档案,取消编辑,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案取消编辑,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入编辑 → 点击取消,表单收起，回到只读/折叠状态,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-006,病历档案,月经状态选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,月经状态选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 打开月经状态 → 选择选项,选项回填成功,女性账号
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-007,病历档案,肿瘤分型选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,肿瘤分型选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 打开肿瘤分型 → 选择 HER2阳性,选项回填成功,关注情况需展示该字段
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-008,病历档案,确诊时长选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,确诊时长选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 选择确诊时长,选项回填成功,
