大类,实现大类,执行/处理类型,测试用例ID,功能模块,子功能,优先级,难度,实现状态,原始自动化建议,推荐运行命令,脚本文件,查看建议,实现标题,Tags,后续建议,测试步骤/描述,预期结果,前置条件/备注
三、对话页基础功能 /chat,✅ 已实现,常规自动化,CX-CHAT-029,对话,中断后编辑重试,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,中断后编辑重试,"chat,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,发送问题 → 停止生成 → 编辑上一条用户消息并重试,旧 interrupted 回复被移除/替换，新问题重新生成,MessageBubble 编辑重试路径
四、输入框、图片、语音,📂 大类,,四、输入框、图片、语音,,,,,,,,,,,,,,,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-001,输入框,默认状态,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,输入框默认状态,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入对话页观察输入区,显示输入框、加号、语音按钮,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-002,输入框,输入后按钮变化,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,输入文字后按钮切换为发送态,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,输入文字,语音按钮切换为发送按钮,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-003,输入框,发送后清空,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,发送后清空,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,输入文字并发送,输入框清空,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-004,输入框,图片选择入口,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,图片选择入口存在,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击加号按钮,触发 file input,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-005,输入框,上传图片预览,P0,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,上传图片预览,"input,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,选择 JPG/PNG 图片,图片预览显示在输入框上方,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-006,输入框,删除图片预览,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,删除图片预览,"input,image,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片后点击删除,图片预览被移除,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-007,输入框,图片消息发送,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,图片消息发送,"input,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传图片 → 点击发送,用户消息中显示图片,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-008,输入框,不支持格式,P0,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,不支持图片格式提示,"input,image,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,选择 txt 或不支持图片格式,提示不支持的图片格式,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-009,输入框,单图大小限制,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,单图大小限制,"input,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,上传超过 10MB 图片,提示单张图片不能超过 10MB,需准备大文件
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-010,输入框,图片数量限制,P1,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,图片数量限制,"input,image,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,连续选择超过 5 张图片,最多保留 5 张或提示限制,
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-011,输入框,语音按钮存在,P1,Easy,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,语音按钮/录音入口存在,"input,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入对话页观察语音按钮,语音入口显示,
四、输入框、图片、语音,✅ 已实现,条件自动化,CX-INPUT-012,输入框,WebView 不支持录音提示,P1,Med,已实现-条件自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,WebView 不支持录音提示,"input,voice,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,在不支持录音环境点击语音,提示浏览器不支持录音功能,依赖设备能力
四、输入框、图片、语音,✅ 已实现,原生/Bridge专项,CX-INPUT-013,输入框,录音开始/停止,P2,Hard,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,麦克风授权后录音开始/停止 UI 状态,"bridge,native,voice,p2",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,授权麦克风后点击语音 → 停止,输入框展示录音态并可停止,麦克风权限/ASR 环境
四、输入框、图片、语音,✅ 已实现,常规自动化,CX-INPUT-014,输入框,流式中按钮状态,P0,Med,已实现-常规自动化,是,pnpm run test:android:chat-fast,src/specs/07-chat-input-fast.spec.ts,运行 pnpm run test:android:chat-fast；代码见 src/specs/07-chat-input-fast.spec.ts,流式中按钮状态,"input,chat,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,AI 生成中观察输入区,显示停止生成按钮，语音按钮禁用,
四、输入框、图片、语音,✅ 已实现,原生/Bridge专项,CX-INPUT-017,语音,麦克风权限拒绝,P2,Med,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,麦克风权限拒绝后提示并恢复输入态,"bridge,native,voice,permission,p2",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,点击语音并拒绝系统麦克风权限,提示“请允许麦克风访问权限”，录音态结束,依赖系统权限弹窗
五、侧边栏与导航,📂 大类,,五、侧边栏与导航,,,,,,,,,,,,,,,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-001,侧边栏,打开侧边栏,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,打开侧边栏,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,在 /chat 点击左上角菜单,侧边栏打开，显示橙欣健康,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-002,侧边栏,关闭侧边栏,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,关闭侧边栏,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击关闭或遮罩,侧边栏关闭,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-003,侧边栏,进入个人信息,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入个人信息,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击个人信息,进入 /profile?mode=edit,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-004,侧边栏,进入健康档案,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入健康档案,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击健康档案,进入 /medical-records,可能有授权弹窗
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-005,侧边栏,进入我的材料,P1,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入我的材料,"navigation,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击我的材料,进入 /materials,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-006,侧边栏,新对话,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏新对话,"navigation,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,侧边栏点击新对话,回到新对话页,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-007,侧边栏,历史列表展示,P1,Med,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏历史列表展示空态或列表,"navigation,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,已有历史时打开侧边栏,显示历史会话列表,需有历史数据
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-008,侧边栏,历史会话加载更多,P2,Med,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏历史会话加载更多,"navigation,history,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,历史较多时滚动到底,加载更多历史会话,需预置多条历史
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-009,侧边栏,退出登录,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏退出登录,"navigation,logout,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击退出登录,回到登录页,
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-010,侧边栏,进入阅读设置,P0,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,侧边栏进入阅读设置,"navigation,reading,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开侧边栏 → 点击阅读设置,进入 /reading-settings 页面，展示字体大小三档,当前代码已有入口
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-011,侧边栏,资料页返回侧栏中间态,P1,Med,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,资料页返回侧栏中间态,"navigation,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从侧边栏进入个人信息/健康档案/阅读设置/材料 → 点击返回,回到原 chat 路径，侧边栏按 `openSidebar` 状态重新打开,覆盖 returnToSettings 路由参数
五、侧边栏与导航,✅ 已实现,常规自动化,CX-NAV-012,侧边栏,素材上传台入口可见性,P2,Easy,已实现-常规自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,素材上传台入口可见性,"navigation,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,分别在 localhost/dev/内网与正式域名打开侧边栏,仅 dev/localhost/内网显示“素材上传台”，正式域名不显示,`shouldShowMaterialsAdminEntry`
五、侧边栏与导航,✅ 已实现,条件自动化,CX-NAV-013,侧边栏,删除会话二次确认,P1,Easy,已实现-条件自动化,是,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,删除会话二次确认可打开并取消,"navigation,p1,conditional",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击某历史会话删除按钮,弹出确认框；取消不删除，确认才从列表移除,避免误删
六、健康档案授权,📂 大类,,六、健康档案授权,,,,,,,,,,,,,,,
六、健康档案授权,✅ 已实现,条件自动化,CX-CONSENT-001,健康授权,首次进入弹窗,P0,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,首次进入健康档案授权弹窗,"consent,conditional,p0",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,未授权账号点击健康档案,弹出“健康档案授权”,未授权账号
六、健康档案授权,✅ 已实现,常规自动化,CX-CONSENT-002,健康授权,同意授权,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,同意健康档案授权后进入健康档案页,"consent,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击同意,弹窗关闭，进入健康档案页,
六、健康档案授权,✅ 已实现,条件自动化,CX-CONSENT-003,健康授权,不同意授权,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,不同意健康档案授权返回对话,"consent,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击不同意,返回聊天页或停留原页面，不进入健康档案,
六、健康档案授权,✅ 已实现,常规自动化,CX-CONSENT-004,健康授权,已授权不再弹,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,已授权进入健康档案不再弹窗,"consent,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,已授权账号再次进入健康档案,不再弹授权弹窗,
六、健康档案授权,✅ 已实现,常规自动化,CX-CONSENT-006,健康授权,本地授权丢失远端同步,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,本地授权丢失后远端同步,"consent,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,已授权账号清 localStorage 的 `cx-consents` 后进入健康档案,前端调用 `/auth/consents` 后识别远端授权，不重复弹窗,useHealthProfileConsent 远端兜底
七、健康档案页 /medical-records,📂 大类,,七、健康档案页 /medical-records,,,,,,,,,,,,,,,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-001,健康档案,页面加载,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,健康档案页面加载,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从侧边栏进入健康档案,展示健康档案标题、病历档案、病历文档,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-002,健康档案,返回对话,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,健康档案返回对话,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击返回,返回 /chat,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-003,病历档案,卡片展示,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案卡片展示,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入健康档案页,展示病历档案卡片,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-004,病历档案,编辑入口,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案编辑入口,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击病历档案“编辑”,展开编辑表单,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-005,病历档案,取消编辑,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案取消编辑,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入编辑 → 点击取消,表单收起，回到只读/折叠状态,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-006,病历档案,月经状态选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,月经状态选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 打开月经状态 → 选择选项,选项回填成功,女性账号
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-007,病历档案,肿瘤分型选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,肿瘤分型选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 打开肿瘤分型 → 选择 HER2阳性,选项回填成功,关注情况需展示该字段
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-008,病历档案,确诊时长选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,确诊时长选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 选择确诊时长,选项回填成功,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-009,病历档案,治疗阶段选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,治疗阶段选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 选择治疗阶段,选项回填成功,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-010,病历档案,用药情况选择,P0,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,用药情况选择,"medical,conditional,p0",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 打开用药情况 → 选择一个药品 → 完成,已选药品显示在触发器中,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-011,病历档案,自定义用药,P0,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义用药添加,"medical,conditional,p0",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,打开用药情况 → 输入自定义药名 → 添加 → 完成,自定义药名显示,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-012,病历档案,自定义用药 Emoji,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义用药 Emoji 展示,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,输入包含 Emoji/特殊字符的药名,保存后展示不乱码,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-013,病历档案,自定义药名超长,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义药名超长提示,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,输入超过长度限制的药名,提示单个药品名称最多 30 个字,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-014,病历档案,暂未用药,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,暂未用药选项,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,用药情况选择“暂未用药”,其他药品选择被清空,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-015,病历档案,不确定,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,不确定用药选项,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,用药情况选择“不确定”,其他药品选择被清空,
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-016,病历档案,用药时长选择,P1,Easy,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,用药时长选择,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,编辑 → 选择用药时长,选项回填成功,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-017,病历档案,保存修改,P0,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案保存修改,"medical,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,修改任一结构化字段 → 保存,保存成功，退出编辑态，新数据可见,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-018,病历档案,多字段保存,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,病历档案多字段保存,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,修改多个字段 → 保存,所有字段均保存成功,
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-019,病历档案,男性隐藏月经状态,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,男性隐藏月经状态,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,男性账号进入病历档案,不展示月经状态字段,男性账号
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-020,病历档案,不同关注情况字段变化,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,不同关注情况字段变化,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,不同 currentConcern 账号进入,字段按规则展示,需多账号或造数据
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-022,MVP限制,单档案限制,P1,Easy,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,MVP 单档案限制,"medical,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入健康档案页,仅展示一个病历档案卡片，无新增/切换档案入口,当前 MVP 设计
七、健康档案页 /medical-records,✅ 已实现,破坏性/需专用账号,CX-MED-026,清空后档案,清空不影响个人信息授权对话,P1,Med,已实现-破坏性/需专用账号,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,清空不影响个人信息授权对话,"medical,account-security,destructive,p1",已接入但需要专用账号/可回滚数据。,清空健康档案后查看个人信息、健康授权、对话历史,昵称/生日/性别/currentConcern 保留；健康授权不重复弹；对话历史仍可打开,`purgeMedicalData` 只删 medical_records/documents/OSS
七、健康档案页 /medical-records,✅ 已实现,常规自动化,CX-MED-029,病历档案,关注情况切换隐藏旧扩展字段,P1,Med,已实现-常规自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,关注情况切换隐藏旧扩展字段,"medical,profile,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,肿瘤关注账号先保存 tumorType 等 → 切 currentConcern 为结节随访 → 回健康档案,扩展字段在 UI 隐藏；基础字段和用药仍可编辑保存,旧 JSON 数据可存在但不可见/不可再更新
七、健康档案页 /medical-records,✅ 已实现,条件自动化,CX-MED-030,病历档案,自定义用药分隔去重,P1,Med,已实现-条件自动化,是,pnpm run test:android:medical-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:medical-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,自定义用药分隔去重,"medical,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,输入“药A，药A、药B；药B。”并添加/保存,最终仅展示“药A、药B”，末尾标点被清理,splitMedicationCustom/joinMedicationCustom
